Date,Week,Plant,Department,Model,Issue_Type,Severity,Affected_Units,Status
2026-04-06,W15,Kansas City,Assembly,Fusion,Safety Issue,Low,12,Active
2026-04-06,W15,Kansas City,Logistics,Mach-E,Quality Issue,Medium,23,Active
2026-04-06,W15,Louisville,Body Shop,F-150,Machine Failure,Low,9,Active
2026-04-06,W15,Louisville,Quality Check,Explorer,Inspection Failure,Low,9,Resolved
2026-04-06,W15,Louisville,Logistics,Escape,Equipment Failure,Medium,20,Active
2026-04-06,W15,Louisville,Body Shop,Bronco,Equipment Failure,Medium,16,Resolved
2026-04-06,W15,Louisville,Body Shop,Fusion,Inspection Failure,Medium,17,Active
2026-04-06,W15,Valencia,Quality Check,F-150,Equipment Failure,Medium,11,Resolved
2026-04-06,W15,Valencia,Paint Shop,Mustang,Equipment Failure,Medium,16,Resolved
2026-04-06,W15,Valencia,Assembly,Explorer,Equipment Failure,Medium,19,Active
2026-04-06,W15,Valencia,Body Shop,Edge,Inspection Failure,Medium,20,Resolved
2026-04-06,W15,Valencia,Body Shop,Ranger,Machine Failure,Low,11,Active
2026-04-06,W15,Valencia,Body Shop,Bronco,Equipment Failure,Medium,20,Active
2026-04-06,W15,Valencia,Paint Shop,Fusion,Quality Issue,Medium,19,Active
2026-04-06,W15,Valencia,Logistics,Mach-E,Quality Issue,Medium,23,Resolved
2026-04-06,W15,Cologne,Quality Check,Explorer,Machine Failure,High,20,Resolved
2026-04-06,W15,Cologne,Logistics,Bronco,Machine Failure,High,27,Active
2026-04-06,W15,Chennai,Assembly,F-150,Machine Failure,High,19,Resolved
2026-04-06,W15,Chennai,Paint Shop,Explorer,Equipment Failure,Medium,16,Resolved
2026-04-06,W15,Chennai,Quality Check,Escape,Inspection Failure,Medium,19,Resolved
2026-04-06,W15,Chennai,Assembly,Edge,Inspection Failure,Low,11,Resolved
2026-04-06,W15,Chennai,Logistics,Ranger,Machine Failure,High,24,Resolved
2026-04-06,W15,Chennai,Paint Shop,Bronco,Machine Failure,High,25,Active
2026-04-06,W15,Chennai,Body Shop,Fusion,Safety Issue,Medium,20,Active
2026-04-06,W15,Chennai,Paint Shop,Mach-E,Safety Issue,Medium,17,Active
2026-04-06,W15,Pune,Quality Check,Explorer,Equipment Failure,Medium,16,Resolved
2026-04-06,W15,Pune,Logistics,Edge,Quality Issue,High,23,Active
2026-04-06,W15,Pune,Body Shop,Ranger,Equipment Failure,Medium,22,Active
2026-04-06,W15,Pune,Paint Shop,Bronco,Quality Issue,Medium,15,Resolved
2026-04-06,W15,Sanand,Quality Check,F-150,Safety Issue,Medium,19,Resolved
2026-04-06,W15,Sanand,Paint Shop,Escape,Inspection Failure,Medium,19,Active
2026-04-06,W15,Sanand,Quality Check,Ranger,Safety Issue,High,24,Active
2026-04-06,W15,Sanand,Paint Shop,Expedition,Safety Issue,High,27,Resolved
2026-04-06,W15,Sanand,Paint Shop,Fusion,Quality Issue,High,26,Resolved
2026-04-06,W15,Sanand,Logistics,Mach-E,Inspection Failure,Medium,26,Active
2026-04-07,W15,Dearborn,Paint Shop,F-150,Safety Issue,Low,7,Active
2026-04-07,W15,Dearborn,Paint Shop,Escape,Machine Failure,High,23,Resolved
2026-04-07,W15,Dearborn,Body Shop,Expedition,Safety Issue,Low,10,Resolved
2026-04-07,W15,Dearborn,Assembly,Fusion,Equipment Failure,Low,10,Active
2026-04-07,W15,Dearborn,Body Shop,Mach-E,Inspection Failure,High,27,Active
2026-04-07,W15,Chicago,Assembly,Explorer,Equipment Failure,Medium,16,Active
2026-04-07,W15,Chicago,Paint Shop,Ranger,Machine Failure,Medium,15,Active
2026-04-07,W15,Chicago,Paint Shop,Bronco,Equipment Failure,Medium,20,Active
2026-04-07,W15,Chicago,Logistics,Fusion,Safety Issue,Low,10,Active
2026-04-07,W15,Detroit,Logistics,F-150,Machine Failure,Low,9,Active
2026-04-07,W15,Detroit,Logistics,Mustang,Safety Issue,Medium,17,Active
2026-04-07,W15,Detroit,Paint Shop,Escape,Safety Issue,Low,9,Active
2026-04-07,W15,Detroit,Paint Shop,Ranger,Safety Issue,High,23,Resolved
2026-04-07,W15,Detroit,Assembly,Bronco,Machine Failure,Medium,14,Resolved
2026-04-07,W15,Detroit,Logistics,Expedition,Quality Issue,Medium,21,Resolved
2026-04-07,W15,Detroit,Paint Shop,Mach-E,Quality Issue,Medium,18,Resolved
2026-04-07,W15,Kansas City,Assembly,F-150,Equipment Failure,Medium,12,Resolved
2026-04-07,W15,Kansas City,Logistics,Explorer,Safety Issue,Medium,13,Active
2026-04-07,W15,Kansas City,Body Shop,Escape,Equipment Failure,Medium,14,Resolved
2026-04-07,W15,Kansas City,Assembly,Ranger,Equipment Failure,High,20,Active
2026-04-07,W15,Kansas City,Paint Shop,Expedition,Equipment Failure,Medium,15,Active
2026-04-07,W15,Louisville,Logistics,F-150,Equipment Failure,Medium,14,Active
2026-04-07,W15,Louisville,Paint Shop,Mustang,Equipment Failure,Low,10,Resolved
2026-04-07,W15,Louisville,Assembly,Explorer,Equipment Failure,Medium,12,Active
2026-04-07,W15,Louisville,Assembly,Ranger,Quality Issue,Medium,19,Resolved
2026-04-07,W15,Louisville,Assembly,Bronco,Machine Failure,High,24,Active
2026-04-07,W15,Louisville,Paint Shop,Expedition,Safety Issue,Low,10,Active
2026-04-07,W15,Louisville,Quality Check,Fusion,Equipment Failure,Medium,20,Resolved
2026-04-07,W15,Valencia,Assembly,F-150,Quality Issue,Medium,13,Resolved
2026-04-07,W15,Valencia,Body Shop,Explorer,Machine Failure,Low,10,Active
2026-04-07,W15,Valencia,Logistics,Bronco,Quality Issue,Medium,13,Resolved
2026-04-07,W15,Valencia,Logistics,Fusion,Equipment Failure,Medium,19,Active
2026-04-07,W15,Valencia,Quality Check,Mach-E,Quality Issue,Medium,20,Active
2026-04-07,W15,Cologne,Paint Shop,Mustang,Equipment Failure,Medium,17,Active
2026-04-07,W15,Cologne,Assembly,Ranger,Equipment Failure,Low,10,Active
2026-04-07,W15,Cologne,Logistics,Bronco,Safety Issue,High,24,Active
2026-04-07,W15,Cologne,Quality Check,Expedition,Equipment Failure,Medium,21,Resolved
2026-04-07,W15,Cologne,Assembly,Fusion,Quality Issue,Medium,23,Resolved
2026-04-07,W15,Chennai,Assembly,Explorer,Machine Failure,Medium,16,Resolved
2026-04-07,W15,Chennai,Quality Check,Edge,Inspection Failure,Medium,17,Resolved
2026-04-07,W15,Chennai,Assembly,Ranger,Quality Issue,Medium,16,Active
2026-04-07,W15,Chennai,Paint Shop,Bronco,Machine Failure,Low,10,Active
2026-04-07,W15,Chennai,Body Shop,Expedition,Equipment Failure,High,23,Active
2026-04-07,W15,Chennai,Assembly,Fusion,Equipment Failure,Medium,16,Resolved
2026-04-07,W15,Pune,Paint Shop,Fusion,Machine Failure,High,30,Active
2026-04-07,W15,Sanand,Assembly,F-150,Inspection Failure,Low,9,Active
2026-04-07,W15,Sanand,Paint Shop,Mustang,Inspection Failure,Medium,18,Active
2026-04-07,W15,Sanand,Quality Check,Explorer,Safety Issue,Low,10,Resolved
2026-04-07,W15,Sanand,Body Shop,Escape,Safety Issue,Medium,19,Resolved
2026-04-07,W15,Sanand,Paint Shop,Ranger,Equipment Failure,Low,12,Active
2026-04-07,W15,Sanand,Body Shop,Expedition,Safety Issue,Medium,24,Active
2026-04-07,W15,Sanand,Assembly,Mach-E,Machine Failure,Low,12,Active
2026-04-08,W15,Dearborn,Paint Shop,Mustang,Safety Issue,Medium,13,Resolved
2026-04-08,W15,Dearborn,Quality Check,Explorer,Inspection Failure,Medium,16,Active
2026-04-08,W15,Dearborn,Assembly,Escape,Safety Issue,High,19,Active
2026-04-08,W15,Dearborn,Logistics,Edge,Safety Issue,Medium,12,Active
2026-04-08,W15,Dearborn,Paint Shop,Bronco,Inspection Failure,Medium,18,Resolved
2026-04-08,W15,Dearborn,Logistics,Fusion,Safety Issue,Medium,20,Active
2026-04-08,W15,Chicago,Assembly,F-150,Quality Issue,Medium,14,Active
2026-04-08,W15,Chicago,Assembly,Mustang,Machine Failure,High,20,Active
2026-04-08,W15,Chicago,Logistics,Ranger,Machine Failure,Medium,15,Resolved
2026-04-08,W15,Chicago,Logistics,Bronco,Inspection Failure,Low,9,Resolved
2026-04-08,W15,Chicago,Quality Check,Mach-E,Safety Issue,Medium,20,Resolved
2026-04-08,W15,Detroit,Body Shop,Escape,Safety Issue,Medium,16,Resolved
2026-04-08,W15,Detroit,Quality Check,Ranger,Machine Failure,High,25,Resolved
2026-04-08,W15,Detroit,Quality Check,Bronco,Inspection Failure,Medium,20,Active
2026-04-08,W15,Detroit,Body Shop,Expedition,Machine Failure,High,22,Resolved
2026-04-08,W15,Detroit,Body Shop,Mach-E,Safety Issue,High,25,Active
2026-04-08,W15,Kansas City,Paint Shop,Mustang,Equipment Failure,Low,9,Resolved
2026-04-08,W15,Kansas City,Logistics,Expedition,Machine Failure,Medium,15,Resolved
2026-04-08,W15,Kansas City,Logistics,Mach-E,Quality Issue,Medium,18,Resolved
2026-04-08,W15,Louisville,Paint Shop,Mustang,Inspection Failure,High,21,Active
2026-04-08,W15,Louisville,Paint Shop,Explorer,Safety Issue,Low,11,Resolved
2026-04-08,W15,Louisville,Quality Check,Escape,Equipment Failure,Low,8,Resolved
2026-04-08,W15,Louisville,Assembly,Ranger,Safety Issue,High,24,Resolved
2026-04-08,W15,Louisville,Body Shop,Bronco,Inspection Failure,High,26,Resolved
2026-04-08,W15,Louisville,Assembly,Fusion,Machine Failure,High,29,Resolved
2026-04-08,W15,Valencia,Quality Check,F-150,Inspection Failure,Medium,16,Resolved
2026-04-08,W15,Valencia,Assembly,Mustang,Machine Failure,Medium,14,Resolved
2026-04-08,W15,Valencia,Assembly,Explorer,Inspection Failure,High,21,Active
2026-04-08,W15,Valencia,Paint Shop,Ranger,Equipment Failure,Medium,14,Active
2026-04-08,W15,Valencia,Logistics,Bronco,Inspection Failure,Medium,19,Active
2026-04-08,W15,Valencia,Assembly,Expedition,Safety Issue,High,24,Active
2026-04-08,W15,Valencia,Logistics,Fusion,Safety Issue,Medium,18,Resolved
2026-04-08,W15,Valencia,Paint Shop,Mach-E,Equipment Failure,Medium,23,Active
2026-04-08,W15,Cologne,Paint Shop,Escape,Equipment Failure,Medium,14,Resolved
2026-04-08,W15,Cologne,Body Shop,Edge,Equipment Failure,High,23,Active
2026-04-08,W15,Cologne,Assembly,Ranger,Inspection Failure,Medium,14,Active
2026-04-08,W15,Cologne,Body Shop,Bronco,Quality Issue,Medium,17,Active
2026-04-08,W15,Cologne,Assembly,Fusion,Equipment Failure,Medium,18,Resolved
2026-04-08,W15,Cologne,Body Shop,Mach-E,Inspection Failure,High,27,Active
2026-04-08,W15,Chennai,Paint Shop,Explorer,Quality Issue,Low,9,Active
2026-04-08,W15,Chennai,Assembly,Edge,Equipment Failure,Medium,14,Active
2026-04-08,W15,Chennai,Body Shop,Mach-E,Inspection Failure,Low,14,Active
2026-04-08,W15,Pune,Quality Check,Mustang,Safety Issue,Medium,12,Active
2026-04-08,W15,Pune,Assembly,Escape,Safety Issue,High,26,Resolved
2026-04-08,W15,Pune,Logistics,Ranger,Inspection Failure,Low,9,Active
2026-04-08,W15,Pune,Assembly,Expedition,Inspection Failure,Medium,17,Resolved
2026-04-08,W15,Pune,Paint Shop,Mach-E,Inspection Failure,Low,12,Resolved
2026-04-08,W15,Sanand,Quality Check,Mustang,Safety Issue,Medium,13,Active
2026-04-08,W15,Sanand,Body Shop,Explorer,Inspection Failure,Medium,13,Active
2026-04-08,W15,Sanand,Logistics,Edge,Machine Failure,Medium,17,Active
2026-04-08,W15,Sanand,Body Shop,Ranger,Inspection Failure,Medium,13,Resolved
2026-04-09,W15,Dearborn,Quality Check,Mustang,Inspection Failure,Medium,15,Resolved
2026-04-09,W15,Dearborn,Assembly,Edge,Equipment Failure,Medium,16,Resolved
2026-04-09,W15,Dearborn,Paint Shop,Bronco,Machine Failure,High,24,Active
2026-04-09,W15,Dearborn,Quality Check,Expedition,Inspection Failure,Medium,14,Active
2026-04-09,W15,Dearborn,Body Shop,Fusion,Safety Issue,High,26,Resolved
2026-04-09,W15,Chicago,Logistics,F-150,Machine Failure,Medium,16,Resolved
2026-04-09,W15,Chicago,Body Shop,Explorer,Safety Issue,Low,10,Resolved
2026-04-09,W15,Chicago,Body Shop,Edge,Quality Issue,Medium,13,Active
2026-04-09,W15,Chicago,Paint Shop,Expedition,Inspection Failure,Medium,13,Active
2026-04-09,W15,Chicago,Quality Check,Fusion,Safety Issue,Low,13,Resolved
2026-04-09,W15,Detroit,Body Shop,F-150,Safety Issue,Low,8,Resolved
2026-04-09,W15,Detroit,Quality Check,Escape,Quality Issue,Medium,15,Resolved
2026-04-09,W15,Detroit,Body Shop,Edge,Quality Issue,High,24,Resolved
2026-04-09,W15,Detroit,Paint Shop,Bronco,Inspection Failure,Medium,19,Resolved
2026-04-09,W15,Kansas City,Paint Shop,Escape,Safety Issue,Medium,17,Active
2026-04-09,W15,Kansas City,Quality Check,Edge,Machine Failure,Medium,19,Active
2026-04-09,W15,Kansas City,Assembly,Expedition,Quality Issue,Low,10,Active
2026-04-09,W15,Louisville,Quality Check,Mustang,Inspection Failure,Low,10,Resolved
2026-04-09,W15,Louisville,Logistics,Edge,Quality Issue,Medium,14,Resolved
2026-04-09,W15,Louisville,Paint Shop,Ranger,Inspection Failure,High,24,Resolved
2026-04-09,W15,Louisville,Paint Shop,Expedition,Inspection Failure,Low,9,Resolved
2026-04-09,W15,Valencia,Body Shop,F-150,Equipment Failure,Low,9,Resolved
2026-04-09,W15,Valencia,Paint Shop,Mustang,Equipment Failure,Medium,12,Active
2026-04-09,W15,Valencia,Assembly,Explorer,Machine Failure,High,24,Active
2026-04-09,W15,Valencia,Logistics,Expedition,Machine Failure,Low,11,Active
2026-04-09,W15,Valencia,Logistics,Fusion,Safety Issue,Low,11,Resolved
2026-04-09,W15,Cologne,Quality Check,Explorer,Inspection Failure,Medium,15,Resolved
2026-04-09,W15,Cologne,Quality Check,Fusion,Safety Issue,Medium,23,Resolved
2026-04-09,W15,Chennai,Logistics,F-150,Quality Issue,Low,8,Active
2026-04-09,W15,Chennai,Logistics,Escape,Equipment Failure,Medium,14,Active
2026-04-09,W15,Chennai,Logistics,Ranger,Inspection Failure,Medium,21,Resolved
2026-04-09,W15,Chennai,Quality Check,Bronco,Inspection Failure,High,25,Active
2026-04-09,W15,Pune,Body Shop,Mustang,Safety Issue,High,21,Active
2026-04-09,W15,Pune,Quality Check,Explorer,Equipment Failure,High,24,Resolved
2026-04-09,W15,Pune,Assembly,Escape,Safety Issue,Low,9,Active
2026-04-09,W15,Pune,Logistics,Edge,Safety Issue,Medium,16,Resolved
2026-04-09,W15,Pune,Body Shop,Ranger,Machine Failure,Low,13,Resolved
2026-04-09,W15,Pune,Body Shop,Expedition,Machine Failure,High,29,Active
2026-04-09,W15,Sanand,Logistics,F-150,Quality Issue,High,22,Resolved
2026-04-09,W15,Sanand,Body Shop,Explorer,Quality Issue,Medium,17,Active
2026-04-09,W15,Sanand,Body Shop,Edge,Quality Issue,Medium,18,Active
2026-04-09,W15,Sanand,Paint Shop,Expedition,Inspection Failure,Low,14,Active
2026-04-09,W15,Sanand,Paint Shop,Fusion,Inspection Failure,High,28,Resolved
2026-04-09,W15,Sanand,Paint Shop,Mach-E,Machine Failure,Medium,23,Resolved
2026-04-10,W15,Dearborn,Quality Check,Mustang,Machine Failure,High,18,Active
2026-04-10,W15,Dearborn,Quality Check,Ranger,Machine Failure,Medium,14,Active
2026-04-10,W15,Dearborn,Quality Check,Fusion,Quality Issue,Medium,16,Resolved
2026-04-10,W15,Dearborn,Paint Shop,Mach-E,Equipment Failure,Medium,21,Resolved
2026-04-10,W15,Chicago,Assembly,F-150,Equipment Failure,Low,7,Resolved
2026-04-10,W15,Chicago,Paint Shop,Explorer,Safety Issue,Medium,17,Active
2026-04-10,W15,Chicago,Logistics,Edge,Machine Failure,High,23,Active
2026-04-10,W15,Chicago,Body Shop,Ranger,Inspection Failure,Low,10,Active
2026-04-10,W15,Chicago,Paint Shop,Mach-E,Equipment Failure,Medium,18,Resolved
2026-04-10,W15,Detroit,Quality Check,Explorer,Inspection Failure,Medium,12,Resolved
2026-04-10,W15,Detroit,Assembly,Escape,Inspection Failure,High,22,Resolved
2026-04-10,W15,Detroit,Assembly,Edge,Machine Failure,Medium,16,Active
2026-04-10,W15,Detroit,Paint Shop,Bronco,Safety Issue,Low,10,Active
2026-04-10,W15,Detroit,Assembly,Expedition,Quality Issue,High,25,Resolved
2026-04-10,W15,Detroit,Paint Shop,Mach-E,Quality Issue,Low,12,Active
2026-04-10,W15,Kansas City,Body Shop,Mustang,Safety Issue,Medium,15,Resolved
2026-04-10,W15,Kansas City,Body Shop,Escape,Machine Failure,Medium,16,Active
2026-04-10,W15,Kansas City,Assembly,Ranger,Safety Issue,High,21,Active
2026-04-10,W15,Kansas City,Body Shop,Expedition,Safety Issue,Medium,14,Active
2026-04-10,W15,Kansas City,Paint Shop,Fusion,Machine Failure,Medium,19,Active
2026-04-10,W15,Louisville,Assembly,Mustang,Machine Failure,Medium,12,Resolved
2026-04-10,W15,Louisville,Quality Check,Escape,Equipment Failure,Low,10,Resolved
2026-04-10,W15,Louisville,Paint Shop,Expedition,Safety Issue,Low,9,Resolved
2026-04-10,W15,Louisville,Quality Check,Mach-E,Inspection Failure,Low,13,Resolved
2026-04-10,W15,Valencia,Assembly,Edge,Safety Issue,Low,10,Resolved
2026-04-10,W15,Valencia,Logistics,Ranger,Safety Issue,High,23,Resolved
2026-04-10,W15,Valencia,Logistics,Bronco,Inspection Failure,High,25,Resolved
2026-04-10,W15,Cologne,Quality Check,Mustang,Machine Failure,Low,10,Resolved
2026-04-10,W15,Cologne,Assembly,Explorer,Safety Issue,Low,12,Active
2026-04-10,W15,Cologne,Body Shop,Edge,Machine Failure,High,25,Active
2026-04-10,W15,Cologne,Paint Shop,Expedition,Machine Failure,Medium,22,Resolved
2026-04-10,W15,Cologne,Body Shop,Mach-E,Quality Issue,Low,10,Resolved
2026-04-10,W15,Chennai,Quality Check,Explorer,Quality Issue,Medium,14,Resolved
2026-04-10,W15,Chennai,Logistics,Escape,Machine Failure,Medium,22,Resolved
2026-04-10,W15,Chennai,Assembly,Edge,Safety Issue,Low,9,Resolved
2026-04-10,W15,Chennai,Assembly,Expedition,Machine Failure,High,27,Resolved
2026-04-10,W15,Chennai,Paint Shop,Mach-E,Inspection Failure,Low,13,Resolved
2026-04-10,W15,Pune,Quality Check,Explorer,Quality Issue,Low,11,Active
2026-04-10,W15,Pune,Assembly,Escape,Machine Failure,Medium,14,Active
2026-04-10,W15,Pune,Quality Check,Edge,Machine Failure,Medium,19,Active
2026-04-10,W15,Pune,Paint Shop,Ranger,Equipment Failure,High,29,Active
2026-04-10,W15,Pune,Paint Shop,Bronco,Machine Failure,Medium,17,Resolved
2026-04-10,W15,Pune,Quality Check,Expedition,Machine Failure,Medium,15,Active
2026-04-10,W15,Pune,Assembly,Fusion,Quality Issue,Medium,16,Active
2026-04-10,W15,Sanand,Assembly,F-150,Quality Issue,Medium,17,Active
2026-04-10,W15,Sanand,Quality Check,Mustang,Safety Issue,Medium,17,Resolved
2026-04-10,W15,Sanand,Body Shop,Escape,Machine Failure,Low,9,Active
2026-04-10,W15,Sanand,Logistics,Ranger,Machine Failure,Low,12,Active
2026-04-10,W15,Sanand,Assembly,Bronco,Machine Failure,Medium,16,Active
2026-04-10,W15,Sanand,Assembly,Expedition,Machine Failure,Medium,19,Resolved
2026-04-10,W15,Sanand,Logistics,Mach-E,Safety Issue,High,26,Active
2026-04-11,W15,Dearborn,Logistics,Explorer,Quality Issue,High,17,Resolved
2026-04-11,W15,Dearborn,Body Shop,Escape,Quality Issue,Low,8,Active
2026-04-11,W15,Dearborn,Assembly,Edge,Equipment Failure,High,17,Resolved
2026-04-11,W15,Dearborn,Body Shop,Ranger,Machine Failure,Low,10,Active
2026-04-11,W15,Chicago,Logistics,F-150,Inspection Failure,Low,6,Resolved
2026-04-11,W15,Chicago,Body Shop,Mustang,Equipment Failure,Medium,9,Resolved
2026-04-11,W15,Chicago,Assembly,Edge,Machine Failure,High,19,Active
2026-04-11,W15,Chicago,Body Shop,Ranger,Equipment Failure,Medium,17,Resolved
2026-04-11,W15,Chicago,Logistics,Fusion,Inspection Failure,Low,9,Active
2026-04-11,W15,Detroit,Body Shop,Mustang,Quality Issue,Medium,13,Active
2026-04-11,W15,Detroit,Body Shop,Explorer,Inspection Failure,Medium,9,Active
2026-04-11,W15,Detroit,Logistics,Escape,Machine Failure,High,20,Active
2026-04-11,W15,Detroit,Body Shop,Bronco,Equipment Failure,High,20,Resolved
2026-04-11,W15,Detroit,Body Shop,Mach-E,Inspection Failure,Medium,13,Resolved
2026-04-11,W15,Kansas City,Paint Shop,Explorer,Safety Issue,Low,9,Resolved
2026-04-11,W15,Kansas City,Body Shop,Escape,Safety Issue,Medium,12,Resolved
2026-04-11,W15,Kansas City,Quality Check,Ranger,Machine Failure,Low,8,Active
2026-04-11,W15,Kansas City,Quality Check,Bronco,Inspection Failure,Low,10,Active
2026-04-11,W15,Kansas City,Quality Check,Fusion,Inspection Failure,Medium,19,Resolved
2026-04-11,W15,Louisville,Logistics,F-150,Safety Issue,Low,8,Active
2026-04-11,W15,Louisville,Logistics,Mustang,Machine Failure,Low,9,Active
2026-04-11,W15,Louisville,Quality Check,Edge,Equipment Failure,Low,8,Resolved
2026-04-11,W15,Louisville,Logistics,Ranger,Quality Issue,Medium,13,Active
2026-04-11,W15,Louisville,Body Shop,Bronco,Equipment Failure,High,19,Active
2026-04-11,W15,Valencia,Paint Shop,F-150,Machine Failure,Low,7,Active
2026-04-11,W15,Valencia,Assembly,Escape,Safety Issue,Medium,12,Resolved
2026-04-11,W15,Valencia,Quality Check,Edge,Machine Failure,High,19,Resolved
2026-04-11,W15,Valencia,Body Shop,Fusion,Quality Issue,Medium,18,Resolved
2026-04-11,W15,Valencia,Logistics,Mach-E,Inspection Failure,Low,8,Resolved
2026-04-11,W15,Cologne,Assembly,Mustang,Inspection Failure,High,19,Resolved
2026-04-11,W15,Cologne,Quality Check,Expedition,Safety Issue,Medium,12,Resolved
2026-04-11,W15,Chennai,Paint Shop,Escape,Machine Failure,Medium,13,Resolved
2026-04-11,W15,Chennai,Body Shop,Edge,Machine Failure,Medium,11,Active
2026-04-11,W15,Pune,Paint Shop,F-150,Machine Failure,Medium,14,Active
2026-04-11,W15,Pune,Assembly,Escape,Quality Issue,Low,7,Active
2026-04-11,W15,Pune,Assembly,Edge,Inspection Failure,Medium,18,Active
2026-04-11,W15,Pune,Body Shop,Bronco,Machine Failure,Medium,16,Resolved
2026-04-11,W15,Pune,Logistics,Fusion,Safety Issue,Low,12,Resolved
2026-04-11,W15,Sanand,Quality Check,F-150,Inspection Failure,High,20,Resolved
2026-04-11,W15,Sanand,Logistics,Escape,Equipment Failure,Medium,16,Resolved
2026-04-11,W15,Sanand,Assembly,Edge,Safety Issue,Low,11,Active
2026-04-12,W15,Dearborn,Quality Check,Edge,Inspection Failure,High,18,Active
2026-04-12,W15,Dearborn,Body Shop,Ranger,Safety Issue,Medium,17,Active
2026-04-12,W15,Dearborn,Paint Shop,Bronco,Quality Issue,High,21,Active
2026-04-12,W15,Dearborn,Body Shop,Expedition,Quality Issue,Medium,13,Resolved
2026-04-12,W15,Dearborn,Assembly,Fusion,Machine Failure,Medium,15,Active
2026-04-12,W15,Chicago,Assembly,F-150,Quality Issue,High,17,Resolved
2026-04-12,W15,Chicago,Quality Check,Mustang,Machine Failure,Medium,14,Active
2026-04-12,W15,Chicago,Logistics,Explorer,Quality Issue,High,18,Resolved
2026-04-12,W15,Chicago,Paint Shop,Escape,Inspection Failure,Medium,10,Active
2026-04-12,W15,Chicago,Quality Check,Fusion,Quality Issue,Medium,15,Active
2026-04-12,W15,Detroit,Body Shop,F-150,Quality Issue,Medium,14,Resolved
2026-04-12,W15,Detroit,Body Shop,Mustang,Safety Issue,Medium,10,Active
2026-04-12,W15,Detroit,Quality Check,Escape,Inspection Failure,High,19,Resolved
2026-04-12,W15,Detroit,Assembly,Expedition,Safety Issue,Low,9,Active
2026-04-12,W15,Kansas City,Quality Check,Mustang,Safety Issue,Low,8,Active
2026-04-12,W15,Kansas City,Quality Check,Explorer,Equipment Failure,Medium,13,Resolved
2026-04-12,W15,Kansas City,Body Shop,Escape,Inspection Failure,Medium,13,Active
2026-04-12,W15,Kansas City,Paint Shop,Edge,Equipment Failure,Medium,11,Resolved
2026-04-12,W15,Kansas City,Assembly,Ranger,Machine Failure,High,19,Resolved
2026-04-12,W15,Kansas City,Quality Check,Expedition,Safety Issue,Medium,15,Active
2026-04-12,W15,Louisville,Assembly,F-150,Safety Issue,Low,7,Resolved
2026-04-12,W15,Louisville,Paint Shop,Mustang,Safety Issue,High,19,Active
2026-04-12,W15,Louisville,Logistics,Escape,Quality Issue,High,18,Resolved
2026-04-12,W15,Louisville,Assembly,Edge,Quality Issue,Low,7,Active
2026-04-12,W15,Louisville,Paint Shop,Ranger,Equipment Failure,High,22,Active
2026-04-12,W15,Louisville,Quality Check,Bronco,Safety Issue,High,21,Active
2026-04-12,W15,Louisville,Body Shop,Expedition,Inspection Failure,Low,8,Resolved
2026-04-12,W15,Louisville,Quality Check,Fusion,Quality Issue,Medium,16,Active
2026-04-12,W15,Louisville,Body Shop,Mach-E,Equipment Failure,Medium,16,Active
2026-04-12,W15,Valencia,Paint Shop,Mustang,Inspection Failure,Medium,16,Active
2026-04-12,W15,Valencia,Paint Shop,Escape,Quality Issue,High,20,Resolved
2026-04-12,W15,Valencia,Logistics,Mach-E,Equipment Failure,Medium,19,Active
2026-04-12,W15,Cologne,Body Shop,Escape,Quality Issue,High,18,Resolved
2026-04-12,W15,Cologne,Paint Shop,Edge,Safety Issue,High,18,Active
2026-04-12,W15,Cologne,Body Shop,Fusion,Safety Issue,High,25,Resolved
2026-04-12,W15,Cologne,Body Shop,Mach-E,Quality Issue,High,25,Resolved
2026-04-12,W15,Chennai,Assembly,Mustang,Inspection Failure,Medium,15,Resolved
2026-04-12,W15,Chennai,Assembly,Explorer,Inspection Failure,Low,7,Resolved
2026-04-12,W15,Chennai,Logistics,Escape,Inspection Failure,Medium,15,Active
2026-04-12,W15,Chennai,Paint Shop,Edge,Quality Issue,High,22,Resolved
2026-04-12,W15,Chennai,Body Shop,Bronco,Inspection Failure,High,21,Resolved
2026-04-12,W15,Chennai,Paint Shop,Expedition,Equipment Failure,Low,9,Active
2026-04-12,W15,Pune,Paint Shop,Escape,Safety Issue,Medium,16,Active
2026-04-12,W15,Pune,Logistics,Edge,Equipment Failure,Low,8,Resolved
2026-04-12,W15,Pune,Assembly,Bronco,Quality Issue,Medium,20,Resolved
2026-04-12,W15,Pune,Assembly,Expedition,Inspection Failure,Low,8,Resolved
2026-04-12,W15,Sanand,Logistics,Mustang,Safety Issue,Medium,16,Active
2026-04-12,W15,Sanand,Body Shop,Explorer,Inspection Failure,Medium,17,Active
2026-04-12,W15,Sanand,Quality Check,Escape,Quality Issue,Low,9,Active
2026-04-12,W15,Sanand,Quality Check,Edge,Equipment Failure,Medium,15,Resolved
2026-04-12,W15,Sanand,Logistics,Ranger,Machine Failure,Medium,17,Resolved
2026-04-12,W15,Sanand,Body Shop,Bronco,Machine Failure,Medium,14,Resolved
2026-04-12,W15,Sanand,Body Shop,Fusion,Equipment Failure,Medium,15,Resolved
2026-04-12,W15,Sanand,Paint Shop,Mach-E,Safety Issue,High,23,Active
2026-04-13,W16,Dearborn,Assembly,Edge,Quality Issue,High,20,Active
